month_date,category,budget,actual,variance,favorable
2027-04-01,Other Marketing,5000.0,5250.0,250.0,False
2027-05-01,Other Marketing,5000.0,4750.0,-250.0,True
2027-06-01,Other Marketing,5000.0,5653.91,653.9099999999999,False
2027-07-01,Other Marketing,5000.0,5530.98,530.9799999999996,False
2027-08-01,Other Marketing,5000.0,4733.32,-266.6800000000003,True
2027-09-01,Other Marketing,5000.0,5250.0,250.0,False
2027-10-01,Other Marketing,5000.0,4750.0,-250.0,True
2027-11-01,Other Marketing,5000.0,5250.0,250.0,False
2027-12-01,Other Marketing,5000.0,4750.0,-250.0,True
2028-01-01,Other Marketing,5000.0,4616.31,-383.6899999999996,True
2028-02-01,Other Marketing,5000.0,5619.01,619.0100000000002,False
2028-03-01,Other Marketing,5000.0,5635.81,635.8100000000004,False
2028-04-01,Other Marketing,5000.0,5514.98,514.9799999999996,False
2028-05-01,Other Marketing,5000.0,5717.31,717.3100000000004,False
2028-06-01,Other Marketing,5000.0,5367.49,367.4899999999998,False
2028-07-01,Other Marketing,5000.0,5397.0,397.0,False
2028-08-01,Other Marketing,5000.0,5393.89,393.8900000000003,False
2028-09-01,Other Marketing,5000.0,4750.0,-250.0,True
2028-10-01,Other Marketing,5000.0,4750.0,-250.0,True
2028-11-01,Other Marketing,5000.0,4610.34,-389.65999999999985,True
2028-12-01,Other Marketing,5000.0,5250.0,250.0,False
2029-01-01,Other Marketing,5000.0,4683.98,-316.02000000000044,True
2029-02-01,Other Marketing,5000.0,4636.71,-363.28999999999996,True
2029-03-01,Other Marketing,5000.0,5250.0,250.0,False
2029-04-01,Other Marketing,5000.0,4750.0,-250.0,True
2029-05-01,Other Marketing,5000.0,4578.28,-421.72000000000025,True
2029-06-01,Other Marketing,5000.0,5474.08,474.0799999999999,False
2029-07-01,Other Marketing,5000.0,5540.85,540.8500000000004,False
2029-08-01,Other Marketing,5000.0,4501.55,-498.4499999999998,True
2029-09-01,Other Marketing,5000.0,4261.26,-738.7399999999998,True
2029-10-01,Other Marketing,5000.0,4750.0,-250.0,True
2029-11-01,Other Marketing,5000.0,5446.27,446.27000000000044,False
2029-12-01,Other Marketing,5000.0,5508.76,508.7600000000002,False
2026-01-01,Technology (Other),10000.0,8914.99,-1085.0100000000002,True
2026-02-01,Technology (Other),10000.0,10823.01,823.0100000000002,False
2026-03-01,Technology (Other),10000.0,8847.11,-1152.8899999999994,True
2026-04-01,Technology (Other),10000.0,9500.0,-500.0,True
2026-05-01,Technology (Other),10000.0,11495.83,1495.83,False
2026-06-01,Technology (Other),10000.0,9077.77,-922.2299999999996,True
2026-07-01,Technology (Other),10000.0,8961.89,-1038.1100000000006,True
2026-08-01,Technology (Other),10000.0,9500.0,-500.0,True
2026-09-01,Technology (Other),10000.0,10500.0,500.0,False
2026-10-01,Technology (Other),10000.0,11298.7,1298.7000000000007,False
2026-11-01,Technology (Other),10000.0,11442.46,1442.4599999999991,False
2026-12-01,Technology (Other),10000.0,8708.92,-1291.08,True
2027-01-01,Technology (Other),20000.0,17827.99,-2172.0099999999984,True
2027-02-01,Technology (Other),20000.0,21744.43,1744.4300000000003,False
2027-03-01,Technology (Other),20000.0,18623.79,-1376.2099999999991,True
2027-04-01,Technology (Other),20000.0,22309.09,2309.09,False
2027-05-01,Technology (Other),20000.0,21000.0,1000.0,False
2027-06-01,Technology (Other),20000.0,17671.07,-2328.9300000000003,True
2027-07-01,Technology (Other),20000.0,21995.18,1995.1800000000003,False
2027-08-01,Technology (Other),20000.0,18058.14,-1941.8600000000006,True
2027-09-01,Technology (Other),20000.0,19000.0,-1000.0,True
2027-10-01,Technology (Other),20000.0,21000.0,1000.0,False
2027-11-01,Technology (Other),20000.0,21000.0,1000.0,False
2027-12-01,Technology (Other),20000.0,21116.98,1116.9799999999996,False
2028-01-01,Technology (Other),20000.0,21000.0,1000.0,False
2028-02-01,Technology (Other),20000.0,22952.25,2952.25,False
2028-03-01,Technology (Other),20000.0,22996.53,2996.529999999999,False
2028-04-01,Technology (Other),20000.0,21000.0,1000.0,False
2028-05-01,Technology (Other),20000.0,17571.19,-2428.8100000000013,True
2028-06-01,Technology (Other),20000.0,21367.06,1367.0600000000013,False
2028-07-01,Technology (Other),20000.0,22859.98,2859.9799999999996,False
2028-08-01,Technology (Other),20000.0,18909.96,-1090.0400000000009,True
2028-09-01,Technology (Other),20000.0,19000.0,-1000.0,True
2028-10-01,Technology (Other),20000.0,19000.0,-1000.0,True
2028-11-01,Technology (Other),20000.0,17308.51,-2691.4900000000016,True
2028-12-01,Technology (Other),20000.0,21033.59,1033.5900000000001,False
2029-01-01,Technology (Other),20000.0,19000.0,-1000.0,True
2029-02-01,Technology (Other),20000.0,21724.78,1724.7799999999988,False
2029-03-01,Technology (Other),20000.0,21992.72,1992.7200000000012,False
2029-04-01,Technology (Other),20000.0,21927.38,1927.380000000001,False
2029-05-01,Technology (Other),20000.0,19000.0,-1000.0,True
2029-06-01,Technology (Other),20000.0,18929.27,-1070.7299999999996,True
2029-07-01,Technology (Other),20000.0,21492.92,1492.9199999999983,False
2029-08-01,Technology (Other),20000.0,21808.34,1808.3400000000001,False
2029-09-01,Technology (Other),20000.0,19000.0,-1000.0,True
2029-10-01,Technology (Other),20000.0,22358.19,2358.1899999999987,False
2029-11-01,Technology (Other),20000.0,17863.45,-2136.5499999999993,True
2029-12-01,Technology (Other),20000.0,22274.41,2274.41,False
2026-01-01,Misc Fixed,20000.0,21000.0,1000.0,False
2026-02-01,Misc Fixed,20000.0,21000.0,1000.0,False
